date,avg_sentiment,news_count
2020-04-23,-0.02443871,93
2020-04-24,-0.032020619,97
2020-04-25,0.035041667,12
2020-04-26,-0.114722581,31
2020-04-27,-0.030717143,70
2020-04-28,-0.026365789,76
2020-04-29,-0.024662385,109
2020-04-30,-0.034954444,90
2020-05-01,-0.066589831,59
2020-05-02,-0.149222222,27
2020-05-03,-0.011683333,36
2020-05-04,0.035,63
2020-05-05,-0.029952055,73
2020-05-06,-0.008365217,69
2020-05-07,0.001023171,82
2020-05-08,-0.106863934,61
2020-05-09,-0.107425,4
2020-05-10,0.00508,35
2020-05-11,-0.046029851,67
2020-05-12,-0.05988427,89
2020-05-13,-0.080291026,78
2020-05-14,0.004864286,84
2020-05-15,-0.032649153,59
2020-05-16,0.133836364,11
2020-05-17,-0.087264286,56
2020-05-18,0.043192453,53
2020-05-19,-0.02495042,119
2020-05-20,-0.022017073,82
2020-05-21,-0.01238022,91
2020-05-22,0.005637313,67
2020-05-23,-0.156225,4
2020-05-24,-0.023508333,24
2020-05-25,-0.018613636,44
2020-05-26,-0.006904348,92
2020-05-27,-0.01822381,84
2020-05-28,-0.094113008,123
2020-05-29,-0.012743182,44
2020-05-30,0.00023913,23
2020-05-31,-0.111291667,12
2020-06-01,-0.108226761,71
2020-06-02,-0.009314667,75
2020-06-03,-0.04531039,77
2020-06-04,-0.012628037,107
2020-06-05,0.004383871,62
2020-06-06,-0.104746429,28
2020-06-07,0.144139286,28
2020-06-08,-0.009695946,74
2020-06-09,-0.06141746,63
2020-06-10,-0.100307143,84
2020-06-11,-0.076992222,90
2020-06-12,-0.124949398,83
2020-06-13,0.467533333,3
2020-06-14,-0.015227273,22
2020-06-15,0.001701235,81
2020-06-16,-0.0191,69
